ID,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Idade,Gasto_Total,Total_Filhos,Total_Compras,Total_Campanhas_Aceitas,Tempo_Cliente_Dias
8692,Graduação,Com Parceiro,43462.0,50,90,17,97,15,6,15,6,4,1,5,8,0,62,240,2,10,0,655
448,Doutorado,Solteiro,54880.0,57,308,85,137,102,45,118,2,6,2,11,5,0,36,795,1,19,0,485
8314,Graduação,Com Parceiro,79908.0,30,557,129,761,29,185,111,1,5,6,7,2,0,32,1772,0,18,1,450
8420,Mestrado,Com Parceiro,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,44,64,0,6,0,330
3174,Graduação,Com Parceiro,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,55,1957,1,19,5,403
7685,Graduação,Com Parceiro,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,36,78,1,6,0,293
3179,Graduação,Solteiro,81741.0,75,249,153,940,58,134,38,0,6,6,7,2,0,34,1572,0,19,0,378
9780,Mestrado,Com Parceiro,71499.0,12,465,25,132,136,0,37,2,8,3,13,4,0,43,795,1,24,0,369
10681,Mestrado,Com Parceiro,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,44,889,1,21,0,165
10232,Doutorado,Solteiro,48799.0,9,174,18,81,28,6,24,3,3,2,7,3,0,51,331,1,12,0,236
4184,Doutorado,Com Parceiro,52157.0,48,189,2,29,3,2,40,2,3,2,5,4,0,64,265,1,10,0,22
9120,Graduação,Solteiro,66565.0,80,747,10,161,65,40,42,4,4,2,9,8,0,52,1065,1,15,0,571
891,Mestrado,Com Parceiro,29298.0,60,6,0,2,2,0,1,1,1,0,2,5,0,63,11,2,3,0,295
10381,Graduação,Solteiro,47691.0,43,14,0,3,0,0,4,1,1,0,2,6,0,35,21,1,3,0,359
3525,Graduação,Com Parceiro,38200.0,19,12,0,4,0,0,1,1,1,0,2,7,0,44,17,2,3,0,569
6818,Graduação,Com Parceiro,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,40,369,1,11,0,655
3526,Doutorado,Com Parceiro,38443.0,58,32,0,5,0,0,1,2,1,0,3,7,0,46,38,2,4,0,153
8181,Mestrado,Solteiro,38593.0,42,51,12,49,17,24,24,3,4,1,3,8,0,36,177,1,8,0,289
1029,Doutorado,Com Parceiro,64413.0,27,200,5,44,0,10,20,1,5,1,5,5,0,44,279,1,11,0,332
7369,Mestrado,Com Parceiro,36959.0,56,25,6,25,6,0,0,2,2,0,3,8,0,33,62,1,5,0,270
2574,Doutorado,Com Parceiro,61996.0,27,1050,12,144,0,0,24,3,6,4,8,5,0,37,1230,1,18,4,514
8159,Graduação,Com Parceiro,51287.0,10,117,0,22,13,0,30,3,4,1,3,7,0,46,182,2,8,0,89
1160,Graduação,Com Parceiro,13260.0,48,9,4,17,10,2,7,4,3,0,3,8,0,44,49,2,6,0,310
10242,Doutorado,Com Parceiro,47472.0,39,56,0,11,0,0,8,2,2,0,4,5,0,48,75,2,6,0,286
5253,Mestrado,Com Parceiro,54603.0,85,145,13,46,17,2,4,6,4,2,4,7,0,58,227,2,10,0,355
5966,Doutorado,Com Parceiro,45207.0,64,203,0,10,0,0,2,5,3,1,6,6,0,40,215,2,10,1,596
5314,Graduação,Com Parceiro,40689.0,69,270,3,27,39,6,99,7,7,1,5,8,0,63,444,1,13,0,468
5081,Mestrado,Com Parceiro,47821.0,54,9,0,16,6,6,10,1,1,0,3,8,0,47,47,2,4,0,252
5123,Mestrado,Com Parceiro,27450.0,57,37,12,23,8,11,52,1,2,1,3,7,0,63,143,0,6,0,440
5756,Graduação,Com Parceiro,39453.0,64,46,0,7,0,0,2,2,2,0,3,6,0,31,55,1,5,0,87
8036,Mestrado,Com Parceiro,26850.0,10,31,1,13,7,2,9,4,2,1,4,4,0,43,63,2,7,0,72
9058,Graduação,Solteiro,79800.0,65,1060,21,530,32,0,224,1,5,11,5,3,0,59,1867,0,21,4,644
5057,Mestrado,Com Parceiro,61794.0,74,264,47,188,54,47,11,2,4,4,10,2,0,53,611,1,18,0,288
254,Graduação,Com Parceiro,53863.0,4,399,4,30,6,4,30,3,7,1,7,7,0,59,473,1,15,1,43
4179,Graduação,Com Parceiro,24221.0,94,8,9,9,2,5,22,1,1,1,3,4,0,55,55,0,5,0,313
3710,Doutorado,Solteiro,39684.0,41,19,0,35,6,4,17,2,2,1,2,7,1,30,81,1,5,1,625
7627,Mestrado,Com Parceiro,92163.0,25,817,183,797,106,163,20,0,5,11,5,2,0,39,2086,0,21,3,564
4501,Mestrado,Solteiro,69882.0,94,292,127,635,132,127,165,1,3,7,9,1,0,49,1478,0,19,0,231
6424,Graduação,Com Parceiro,33178.0,9,12,6,2,11,2,16,1,1,0,3,4,0,37,49,1,4,0,150
3075,Doutorado,Com Parceiro,59973.0,47,130,30,168,20,34,0,1,3,4,7,1,0,42,382,0,14,0,291
4992,Mestrado,Com Parceiro,17459.0,12,6,4,16,3,10,30,3,3,1,2,7,0,39,69,1,6,1,283
5252,Graduação,Solteiro,23910.0,80,16,12,18,7,1,13,1,2,0,3,7,0,45,67,1,5,0,611
7444,Mestrado,Com Parceiro,42169.0,20,19,0,9,0,0,2,2,1,0,3,8,0,45,30,2,4,0,253
6919,Mestrado,Com Parceiro,26224.0,39,4,7,15,13,9,15,3,2,1,3,6,0,36,63,1,6,0,390
3537,Graduação,Com Parceiro,31089.0,57,31,3,31,2,8,4,3,3,0,4,8,0,33,79,1,7,0,681
10277,Graduação,Solteiro,30081.0,27,36,0,2,0,0,4,1,1,0,3,7,0,53,42,1,4,0,493
2453,Graduação,Com Parceiro,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,54,819,1,20,0,667
7972,Graduação,Solteiro,72906.0,79,400,32,519,71,75,54,1,3,4,9,1,0,59,1151,0,16,0,285
895,Doutorado,Com Parceiro,61467.0,69,410,16,114,0,5,49,3,5,2,10,5,0,66,594,2,17,0,567
1177,Mestrado,Com Parceiro,49618.0,77,80,3,26,4,2,14,4,3,1,3,7,0,48,129,2,7,0,519
7141,Mestrado,Solteiro,21888.0,15,88,10,46,2,3,64,4,5,1,2,10,0,28,213,1,8,1,547
7232,Graduação,Solteiro,42429.0,99,55,0,6,2,0,4,2,1,1,3,5,0,41,67,1,5,0,138
8477,Graduação,Solteiro,26150.0,61,5,1,13,3,5,1,1,1,0,3,7,0,58,28,3,4,0,475
2457,Básico,Com Parceiro,30801.0,23,8,4,5,15,2,11,2,1,0,3,7,0,39,45,1,4,0,611
988,Graduação,Com Parceiro,81168.0,84,410,0,592,147,22,22,1,6,4,7,3,0,49,1193,0,17,1,53
7930,Mestrado,Solteiro,26877.0,74,101,13,76,20,18,40,2,3,1,6,6,0,45,268,0,10,0,314
4587,Mestrado,Solteiro,45006.0,90,162,25,53,16,0,10,1,3,1,7,3,0,70,266,0,11,0,346
6682,Básico,Com Parceiro,18978.0,41,2,8,1,4,7,15,1,1,0,3,8,0,41,37,1,4,0,565
6222,Graduação,Com Parceiro,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,47,37,3,5,0,244
10299,Doutorado,Solteiro,48240.0,73,389,91,248,64,49,41,3,6,3,13,5,0,45,882,0,22,1,597
3083,Graduação,Com Parceiro,45837.0,88,215,13,87,17,17,24,5,6,2,5,7,0,40,373,2,13,0,338
8953,Mestrado,Solteiro,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,49,35,3,4,0,419
8650,Graduação,Solteiro,54162.0,31,5,6,10,6,5,10,1,1,0,3,4,0,36,42,2,4,0,468
10862,Mestrado,Com Parceiro,30522.0,6,179,8,83,19,11,26,5,1,2,9,2,0,54,326,1,12,0,681
2782,Doutorado,Com Parceiro,54456.0,23,352,0,27,10,0,15,3,6,1,7,6,0,53,404,1,14,0,353
6941,Graduação,Solteiro,31632.0,92,17,8,12,11,15,32,1,2,1,2,7,0,43,95,0,5,0,350
10972,Graduação,Solteiro,72298.0,52,625,35,169,58,17,35,1,4,3,6,1,0,65,939,0,13,2,111
10708,Mestrado,Solteiro,36975.0,50,10,6,11,0,4,2,1,1,0,3,7,0,36,33,1,4,0,183
6583,Mestrado,Com Parceiro,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,0,59,981,0,20,1,391
3641,Graduação,Com Parceiro,13624.0,93,10,2,15,2,1,6,2,2,0,3,6,0,38,36,1,5,0,525
10156,Graduação,Solteiro,84196.0,56,215,63,507,231,31,190,1,8,4,7,3,0,39,1237,1,19,0,391
4299,Graduação,Com Parceiro,70971.0,28,1001,17,572,93,125,17,7,11,11,5,7,0,54,1825,1,27,1,646
3469,Doutorado,Solteiro,34487.0,94,19,18,33,24,1,8,3,3,0,3,9,0,37,103,2,6,0,661
5063,Graduação,Solteiro,28769.0,76,41,5,129,10,3,3,3,4,1,4,9,0,37,191,1,9,0,558
10727,Doutorado,Com Parceiro,69084.0,43,1181,107,199,39,30,30,2,7,3,13,8,0,44,1586,1,23,0,222
9624,Doutorado,Com Parceiro,65488.0,46,603,45,207,36,18,54,1,3,4,6,1,0,56,963,0,13,0,16
5156,Mestrado,Com Parceiro,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,44,889,1,21,0,165
4376,Mestrado,Solteiro,32218.0,27,10,24,15,13,1,30,1,2,1,3,7,0,54,93,0,6,2,134
8923,Graduação,Solteiro,83917.0,12,514,22,732,42,198,79,1,6,7,7,3,0,41,1587,0,20,1,437
8461,Graduação,Solteiro,46102.0,3,14,0,1,0,0,1,1,1,0,2,7,0,52,16,3,3,0,111
6945,Graduação,Solteiro,84574.0,72,387,20,713,38,54,163,1,9,11,11,5,0,62,1375,0,31,0,390
944,Graduação,Com Parceiro,56181.0,6,121,103,69,8,44,48,1,4,2,7,4,0,52,393,1,13,0,537
1907,Mestrado,Solteiro,63120.0,53,965,69,279,54,41,69,5,8,4,9,7,0,64,1477,1,21,1,639
701,Graduação,Com Parceiro,73691.0,58,707,21,250,85,43,73,2,6,2,8,2,0,43,1179,1,16,1,235
3856,Graduação,Com Parceiro,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,54,1005,1,22,0,632
4149,Doutorado,Com Parceiro,76140.0,57,586,66,653,17,0,26,1,5,9,6,2,0,66,1348,0,20,0,47
2131,Doutorado,Solteiro,62859.0,37,1063,89,102,16,12,25,4,9,4,6,6,0,55,1307,1,19,0,546
2942,Graduação,Solteiro,45906.0,20,305,3,27,4,3,144,2,5,4,4,5,0,50,486,1,13,1,418
1173,Mestrado,Com Parceiro,77632.0,73,1200,105,758,0,42,147,1,4,2,6,2,0,67,2252,0,12,3,476
4381,Doutorado,Com Parceiro,46463.0,56,163,2,40,8,11,11,7,3,1,6,6,0,43,235,2,10,0,315
4611,Graduação,Com Parceiro,105471.0,36,1009,181,104,202,21,207,0,9,8,13,3,0,44,1724,0,30,3,524
3376,Mestrado,Solteiro,55282.0,9,125,6,73,8,4,19,1,3,1,6,4,0,44,235,1,10,0,198
4679,Mestrado,Com Parceiro,78710.0,42,721,0,152,119,50,50,3,7,6,12,4,0,37,1092,1,25,0,37
10928,Graduação,Com Parceiro,66886.0,28,315,4,62,41,31,146,2,7,1,7,5,0,56,599,1,15,0,286
4248,Mestrado,Solteiro,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,54,2008,0,19,1,132
6728,Graduação,Com Parceiro,29103.0,38,16,0,17,6,3,6,2,1,0,3,9,0,29,48,1,4,0,671
6661,Graduação,Com Parceiro,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,40,1174,1,27,0,686
4725,Doutorado,Com Parceiro,50616.0,71,30,2,25,0,1,9,1,1,1,4,2,0,64,67,1,6,0,77
3277,Graduação,Solteiro,49431.0,9,219,3,100,26,0,17,2,7,1,5,8,0,59,365,1,13,0,695
2564,Graduação,Com Parceiro,61278.0,87,111,3,28,2,6,15,2,3,1,4,6,0,61,165,1,8,0,176
946,Mestrado,Com Parceiro,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,56,210,0,9,0,645
3867,Doutorado,Com Parceiro,73059.0,36,410,112,420,0,82,71,1,9,3,13,4,0,67,1095,1,25,0,302
6940,Doutorado,Solteiro,46734.0,86,100,1,39,6,1,76,4,3,2,3,6,0,48,223,3,8,1,251
55,Graduação,Com Parceiro,56253.0,83,509,0,65,7,11,5,4,7,2,9,6,0,51,597,1,18,0,569
7093,Graduação,Com Parceiro,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,29,22,1,3,0,227
5084,Graduação,Solteiro,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,39,1064,1,23,0,186
1777,Básico,Com Parceiro,25965.0,29,2,2,11,41,7,11,1,2,0,3,8,0,34,74,0,5,0,660
8162,Mestrado,Com Parceiro,14661.0,88,4,1,11,6,2,2,1,1,0,3,6,0,58,26,0,4,0,544
10826,Graduação,Com Parceiro,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,55,60,0,4,0,548
8754,Doutorado,Com Parceiro,45068.0,25,14,0,3,0,0,3,1,1,0,2,7,0,40,20,1,3,0,409
1987,Básico,Solteiro,21063.0,34,1,10,11,19,3,15,2,2,0,3,6,0,27,59,1,5,0,277
11007,Doutorado,Com Parceiro,29187.0,43,26,0,6,0,0,2,1,1,0,3,8,0,46,34,1,4,0,416
7426,Mestrado,Com Parceiro,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,43,198,2,9,0,234
9153,Doutorado,Com Parceiro,59304.0,81,418,61,428,80,51,10,3,7,8,10,5,0,50,1048,1,25,0,335
10379,Mestrado,Solteiro,59247.0,87,327,9,122,19,14,83,5,5,2,9,6,0,52,574,2,16,0,233
9204,Graduação,Solteiro,66731.0,33,371,159,194,58,106,141,4,4,3,6,3,0,44,1029,1,13,0,655
3197,Graduação,Com Parceiro,77353.0,38,275,59,107,69,101,59,2,6,4,8,4,0,34,670,1,18,0,195
2920,Doutorado,Solteiro,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,39,990,1,14,0,575
6961,Graduação,Com Parceiro,26751.0,26,1,1,5,0,3,1,1,1,0,2,8,0,40,11,2,3,0,38
4673,Doutorado,Com Parceiro,81300.0,17,1004,12,145,32,12,36,3,10,3,5,5,0,51,1241,1,18,2,607
9937,Graduação,Solteiro,70337.0,75,187,81,149,25,43,91,1,2,2,12,1,0,35,576,0,16,0,178
8779,Mestrado,Com Parceiro,36145.0,13,56,4,76,17,1,18,4,4,1,3,9,0,29,172,1,8,2,378
9596,Doutorado,Solteiro,65295.0,19,365,32,117,34,110,6,1,3,3,13,2,0,34,664,0,19,0,188
2891,Graduação,Solteiro,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,51,928,1,21,0,254
4910,Graduação,Solteiro,68743.0,81,1132,134,384,175,134,115,1,11,5,13,7,0,47,2074,0,29,0,668
75,Mestrado,Com Parceiro,41039.0,32,34,11,137,179,61,45,1,8,1,5,8,0,32,467,0,14,0,339
10120,Graduação,Com Parceiro,38946.0,84,116,6,82,6,6,41,2,3,1,6,5,0,59,257,1,10,0,248
6327,Graduação,Com Parceiro,65777.0,87,565,32,435,28,32,54,1,2,8,6,1,0,47,1146,0,16,0,192
10142,Doutorado,Solteiro,66476.0,99,372,18,126,47,48,78,2,5,2,11,4,0,38,689,1,18,0,479
9826,Doutorado,Solteiro,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,42,2114,0,21,1,655
10767,Doutorado,Com Parceiro,77845.0,40,760,40,480,0,40,26,1,3,5,12,1,0,25,1346,0,20,2,44
7279,Doutorado,Com Parceiro,69476.0,3,260,86,559,63,9,67,1,4,6,4,2,0,45,1044,0,14,0,272
7230,Doutorado,Solteiro,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,54,493,1,16,2,633
143,Graduação,Solteiro,61209.0,73,466,0,224,119,49,99,1,5,3,4,2,0,44,957,0,12,0,308
450,Mestrado,Com Parceiro,42315.0,90,67,15,80,17,11,80,3,1,4,4,3,0,56,270,1,9,0,352
9316,Básico,Com Parceiro,13084.0,29,2,0,7,3,7,10,1,1,0,3,6,0,62,29,0,4,0,239
6379,Mestrado,Solteiro,47570.0,3,67,1,20,0,2,31,3,2,2,2,7,0,65,121,2,6,1,396
9239,Mestrado,Com Parceiro,61923.0,94,92,4,18,3,3,6,1,2,1,4,3,0,53,126,2,7,0,338
8315,Graduação,Solteiro,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,19,23,0,3,0,95
2868,Doutorado,Solteiro,26518.0,33,20,1,28,3,3,2,3,2,0,3,8,0,65,57,2,5,1,447
10888,Graduação,Solteiro,45938.0,46,273,11,178,62,83,29,2,8,4,6,6,0,53,636,0,18,0,238
1277,Graduação,Com Parceiro,78468.0,29,434,22,388,104,22,34,1,10,7,10,4,0,54,1004,0,27,1,81
9977,Graduação,Solteiro,78901.0,99,321,11,309,33,26,34,3,9,3,5,4,0,41,734,1,17,0,285
10196,Graduação,Com Parceiro,71427.0,26,212,123,177,15,64,23,2,8,2,8,4,0,36,614,2,18,0,109
6384,Graduação,Solteiro,71022.0,30,909,12,278,0,12,242,3,5,2,11,8,0,36,1453,1,18,1,138
8029,Mestrado,Solteiro,90247.0,27,1184,32,352,21,16,16,1,3,4,7,1,0,26,1621,0,14,4,61
968,Mestrado,Solteiro,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,46,187,1,9,0,185
6988,Graduação,Com Parceiro,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,0,28,1443,1,20,2,535
4472,Doutorado,Solteiro,35682.0,34,23,0,8,6,2,18,1,1,1,3,2,0,44,57,1,5,0,2
6991,Graduação,Solteiro,43185.0,88,537,6,42,16,6,30,2,9,3,6,8,0,63,637,1,18,0,445
3336,Doutorado,Com Parceiro,66375.0,96,712,0,45,0,0,191,3,2,4,5,7,0,66,948,1,11,1,220
4301,Mestrado,Com Parceiro,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,0,43,59,1,4,2,535
1940,Graduação,Com Parceiro,25252.0,26,1,3,4,2,2,6,1,1,0,2,8,0,28,18,1,3,0,352
1272,Mestrado,Solteiro,55250.0,49,664,58,83,32,0,66,4,7,5,10,5,0,49,903,1,22,0,616
1388,Graduação,Solteiro,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,39,112,1,6,0,494
1044,Graduação,Com Parceiro,58398.0,44,299,5,201,21,21,49,3,5,4,8,4,0,61,596,0,17,0,411
6969,Graduação,Com Parceiro,50272.0,75,99,13,66,43,8,4,3,4,1,5,7,0,32,233,1,10,0,326
10479,Doutorado,Com Parceiro,76618.0,64,749,40,294,121,160,147,1,3,2,5,1,0,39,1511,0,10,0,569
3619,Mestrado,Solteiro,87305.0,19,345,25,501,63,138,80,1,5,3,8,2,0,54,1152,0,16,2,644
1715,Graduação,Com Parceiro,25851.0,45,9,4,18,7,5,5,2,2,0,3,7,0,36,48,1,5,0,503
10159,Graduação,Solteiro,58710.0,77,440,81,368,0,122,174,6,11,5,9,6,0,44,1185,1,25,0,455
1463,Graduação,Solteiro,45160.0,9,8,2,5,3,0,3,1,1,0,2,7,0,56,21,2,3,0,92
5114,Mestrado,Com Parceiro,74806.0,1,670,9,249,0,28,9,2,5,4,5,4,0,49,965,1,14,0,557
4990,Graduação,Com Parceiro,59111.0,90,524,0,134,28,28,155,1,11,1,8,7,0,60,869,0,20,0,423
4329,Doutorado,Com Parceiro,18988.0,43,6,0,6,2,1,1,2,1,0,3,7,0,30,16,1,4,0,37
10936,Graduação,Com Parceiro,72190.0,79,597,166,597,172,166,249,1,5,6,4,3,0,49,1947,0,15,0,501
4692,Graduação,Com Parceiro,7500.0,19,7,0,12,13,7,32,5,4,1,2,9,0,38,71,1,7,2,697
7212,Graduação,Com Parceiro,44794.0,99,54,0,7,0,0,4,1,2,0,3,6,0,48,65,1,5,0,21
6086,Graduação,Com Parceiro,80395.0,62,445,25,706,80,76,48,1,6,5,12,2,0,59,1380,0,23,1,218
437,Mestrado,Solteiro,75012.0,41,294,142,218,164,58,151,1,3,8,11,1,0,38,1027,0,22,0,155
11171,Mestrado,Com Parceiro,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,49,411,3,14,0,261
11101,Graduação,Com Parceiro,89891.0,17,412,22,132,59,28,183,1,11,6,8,4,0,23,836,0,25,1,440
5329,Doutorado,Solteiro,35946.0,24,8,0,3,0,0,0,1,0,0,3,5,0,65,11,2,3,0,275
610,Doutorado,Com Parceiro,53593.0,60,349,4,78,6,0,43,8,7,2,6,8,0,61,480,2,15,0,691
9384,Graduação,Com Parceiro,66373.0,57,328,9,124,12,24,109,7,4,2,10,3,0,36,606,2,16,0,382
5956,Doutorado,Solteiro,45072.0,74,144,2,99,7,2,30,5,6,1,4,8,0,66,284,3,11,0,256
10430,Graduação,Solteiro,89694.0,22,1126,28,211,37,28,42,3,4,3,4,5,0,41,1472,2,11,3,263
7875,Graduação,Com Parceiro,72025.0,46,967,0,617,43,50,0,1,4,8,13,2,0,65,1677,0,25,4,61
7072,Graduação,Com Parceiro,67432.0,69,432,79,341,177,136,170,2,8,5,4,4,0,41,1335,1,17,0,457
6255,Mestrado,Com Parceiro,70545.0,29,138,39,63,55,18,21,1,4,1,7,2,0,62,334,1,12,0,26
6516,Básico,Com Parceiro,17487.0,37,0,0,1,7,4,6,1,1,0,2,7,0,25,18,1,3,0,468
5564,Graduação,Com Parceiro,62882.0,26,509,133,497,78,24,97,2,7,5,6,4,0,45,1338,1,18,0,689
5682,Doutorado,Solteiro,64108.0,8,948,10,86,13,21,21,4,6,9,11,5,0,61,1099,1,26,0,463
7458,Mestrado,Com Parceiro,34941.0,26,39,2,25,4,3,24,2,3,0,3,8,0,58,97,2,6,0,480
5237,Doutorado,Solteiro,48767.0,79,28,1,21,3,0,10,3,2,1,3,5,0,64,63,3,6,0,179
7761,Mestrado,Com Parceiro,38702.0,71,13,11,24,13,8,40,2,3,0,4,6,0,36,109,1,7,0,332
5278,Graduação,Com Parceiro,82224.0,83,307,26,360,138,31,40,1,6,9,5,3,0,50,902,0,20,1,155
3560,Graduação,Com Parceiro,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,62,1574,0,19,1,413
7235,Mestrado,Com Parceiro,17003.0,37,2,5,12,4,8,7,3,2,0,4,5,0,39,38,1,6,0,202
10548,Graduação,Solteiro,71163.0,30,283,17,372,138,106,44,1,3,8,12,1,0,19,960,0,23,0,112
2281,Graduação,Solteiro,33697.0,34,4,3,7,0,3,11,1,1,0,2,7,0,44,28,1,3,1,287
4073,Mestrado,Com Parceiro,63564.0,0,769,80,252,15,34,65,1,10,10,7,6,0,60,1215,0,27,2,151
6974,Doutorado,Com Parceiro,83443.0,89,518,42,742,55,56,84,1,6,10,5,2,0,42,1497,0,21,0,180
7938,Doutorado,Com Parceiro,51518.0,92,350,8,66,17,4,4,2,3,2,10,3,0,56,449,1,15,0,269
7094,Graduação,Solteiro,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,39,1064,1,23,0,186
3667,Graduação,Com Parceiro,80952.0,20,778,178,689,41,27,44,1,8,5,11,8,0,45,1757,0,24,4,486
7723,Graduação,Com Parceiro,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,35,1440,0,20,0,58
3870,Mestrado,Com Parceiro,63855.0,28,359,35,314,93,116,89,1,7,3,13,4,0,36,1006,0,23,0,505
4012,Doutorado,Com Parceiro,62220.0,55,799,12,375,16,12,12,5,7,6,5,6,0,42,1226,1,18,1,687
5909,Graduação,Com Parceiro,58512.0,25,895,10,101,13,0,152,5,3,4,8,8,0,50,1171,1,15,0,283
10470,Mestrado,Com Parceiro,40662.0,0,40,2,23,0,4,23,2,2,1,3,4,0,35,92,1,6,0,471
6488,Doutorado,Com Parceiro,38829.0,86,76,0,7,0,0,16,1,3,2,2,5,0,55,99,1,7,0,84
10270,Mestrado,Com Parceiro,35523.0,8,11,5,22,12,5,11,2,3,0,3,7,0,33,66,1,6,0,269
6887,Graduação,Solteiro,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,47,564,2,17,0,66
6406,Mestrado,Com Parceiro,78285.0,13,647,107,391,175,67,40,1,6,4,10,3,0,26,1427,0,20,0,244
7573,Doutorado,Solteiro,31626.0,12,39,1,9,2,1,34,1,2,1,2,7,0,36,86,1,5,2,415
4508,Graduação,Solteiro,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,62,833,0,18,0,38
221,Graduação,Com Parceiro,48726.0,90,138,3,38,4,0,59,3,3,2,4,6,0,59,242,1,9,0,428
5331,Graduação,Com Parceiro,74985.0,8,587,51,898,247,0,86,1,3,6,7,2,0,37,1869,0,16,0,656
1911,Graduação,Com Parceiro,67430.0,6,595,97,291,127,133,121,1,11,5,12,6,0,27,1364,0,28,0,662
20,Mestrado,Com Parceiro,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,49,183,1,7,0,301
8786,Mestrado,Com Parceiro,62058.0,52,301,7,74,10,0,58,4,6,1,7,6,0,58,450,1,14,0,399
10582,Graduação,Com Parceiro,72063.0,3,180,32,348,76,32,90,2,5,2,12,2,0,35,758,1,19,0,361
1915,Doutorado,Com Parceiro,78939.0,57,794,115,243,150,0,205,1,8,5,6,3,0,63,1507,0,19,0,199
8897,Graduação,Solteiro,42720.0,9,392,5,91,28,26,112,8,7,3,7,8,0,49,654,2,17,1,431
2371,Graduação,Com Parceiro,33622.0,22,39,1,22,3,4,12,3,2,0,4,7,0,42,81,2,6,0,442
4303,Doutorado,Com Parceiro,6835.0,76,107,2,12,2,2,12,0,0,0,1,20,0,57,137,1,1,0,568
6825,Graduação,Com Parceiro,41452.0,86,13,0,3,0,0,0,1,1,0,2,7,0,61,16,2,3,0,480
1072,Doutorado,Solteiro,40760.0,64,70,0,17,0,0,6,2,2,1,3,6,0,49,93,1,6,0,303
4964,Doutorado,Com Parceiro,74250.0,90,680,11,392,75,0,0,1,2,11,4,1,0,56,1158,0,17,0,154
2461,Mestrado,Solteiro,51124.0,79,26,1,11,0,1,4,2,1,0,3,3,0,59,43,2,4,0,193
10736,Graduação,Solteiro,72258.0,28,522,0,522,227,120,134,2,6,9,5,2,0,43,1525,1,20,0,290
3194,Doutorado,Solteiro,71466.0,86,412,12,546,78,182,0,1,4,4,10,1,0,40,1230,0,18,0,85
10839,Graduação,Com Parceiro,36283.0,42,6,5,5,8,0,5,2,1,0,3,4,0,38,29,2,4,0,76
49,Graduação,Solteiro,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,0,44,25,1,4,0,49
4290,Graduação,Com Parceiro,30467.0,8,1,3,8,2,5,5,1,1,0,2,7,0,42,24,1,3,0,102
10219,Graduação,Com Parceiro,31590.0,40,6,2,15,6,6,3,1,1,0,3,8,0,42,38,1,4,0,376
4211,Básico,Com Parceiro,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,0,28,57,1,5,0,608
1135,Mestrado,Com Parceiro,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,0,54,47,2,7,0,134
6299,Doutorado,Solteiro,42564.0,28,324,48,186,39,18,198,6,6,8,4,7,0,46,813,1,18,2,543
10846,Mestrado,Com Parceiro,43783.0,22,327,9,125,25,4,139,6,7,1,8,7,0,36,629,1,16,1,31
347,Graduação,Solteiro,40780.0,30,229,27,71,13,3,34,4,7,1,5,9,0,38,377,1,13,0,659
6543,Mestrado,Com Parceiro,62847.0,45,521,168,706,80,76,61,1,3,6,4,2,0,69,1612,0,13,0,530
10446,Doutorado,Com Parceiro,82017.0,58,184,23,446,30,23,23,1,5,4,7,2,0,57,729,0,16,4,599
